id,ab42_design,tfr1_design,domain_order,linker_id,linker_name,linker_len,total_len,arm1_plddt,arm2_plddt,mean_arm_plddt,min_arm_plddt,linker_plddt,inter_domain_pae,ptm,pass_arm1_plddt,pass_arm2_plddt,pass_inter_pae,pass_ptm_soft,pass_all,rank,panel_selected
fusion_s311742m16_s422992m5_v8,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v8,GS5,25,185,51.42,77.72,64.57,51.42,35.81,15.69,0.61,False,False,True,True,False,,False
fusion_s480128m17_s422992m5_v2,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,ab-tfr1,v2,GS4,20,172,77.35,51.66,64.5,51.66,37.98,22.34,0.52,False,False,True,False,False,,False
fusion_s480128m17_s422992m5_v10,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,tfr1-ab,v10,PAPAP,5,157,49.49,78.76,64.12,49.49,52.0,18.47,0.58,False,False,True,False,False,,False
fusion_s311742m16_s255454m5_v10,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,tfr1-ab,v10,PAPAP,5,146,46.12,81.61,63.86,46.12,42.98,18.99,0.61,False,True,True,True,False,,False
fusion_s967366m11_s938332m1_v7,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v7,GS4,20,155,59.61,66.9,63.26,59.61,33.21,18.27,0.48,False,False,True,False,False,,False
fusion_s311742m16_s255454m5_v6,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,tfr1-ab,v6,GS3,15,156,43.99,80.2,62.09,43.99,33.76,19.42,0.58,False,True,True,False,False,,False
fusion_s311742m16_s255454m5_v8,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,tfr1-ab,v8,GS5,25,166,43.65,80.33,61.99,43.65,35.61,18.18,0.56,False,True,True,False,False,,False
fusion_s480128m17_s422992m5_v7,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,tfr1-ab,v7,GS4,20,172,46.85,76.55,61.7,46.85,40.15,17.31,0.58,False,False,True,False,False,,False
fusion_s480128m17_s422992m5_v8,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,tfr1-ab,v8,GS5,25,177,47.65,74.93,61.29,47.65,38.3,19.46,0.53,False,False,True,False,False,,False
fusion_s480128m17_s422992m5_v3,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,ab-tfr1,v3,GS5,25,177,75.19,47.19,61.19,47.19,35.65,19.21,0.54,False,False,True,False,False,,False
fusion_s311742m16_s255454m5_v7,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,tfr1-ab,v7,GS4,20,161,42.05,79.34,60.7,42.05,35.17,20.49,0.55,False,False,True,False,False,,False
fusion_s480128m17_s422992m5_v1,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,ab-tfr1,v1,GS3,15,167,76.35,43.23,59.79,43.23,37.24,21.19,0.54,False,False,True,False,False,,False
